STT,MAQUANCHAR,TEN_QUANHUYEN,MA_TINH,CODE_TINH,TEN_DAY_DU,TINH_THANH,
399,LATH,HUYỆN THẠNH HÓA,LONG AN_LAN,LAN,HUYỆN THẠNH HÓA-LATH,,
400,LAMH,HUYỆN MỘC HÓA,LONG AN_LAN,LAN,HUYỆN MỘC HÓA-LAMH,,
401,LADH,HUYỆN ĐỨC HÒA,LONG AN_LAN,LAN,HUYỆN ĐỨC HÒA-LADH,,
402,LAVH,HUYỆN VĨNH HƯNG,LONG AN_LAN,LAN,HUYỆN VĨNH HƯNG-LAVH,,
403,LATT,HUYỆN THỦ THỪA,LONG AN_LAN,LAN,HUYỆN THỦ THỪA-LATT,,
404,LAKT,THỊ XÃ KIẾN TƯỜNG,LONG AN_LAN,LAN,THỊ XÃ KIẾN TƯỜNG-LAKT,,
473,NDNT,HUYỆN NAM TRỰC,NAM DINH_NDH,NDH,HUYỆN NAM TRỰC-NDNT,,
474,NDTN,HUYỆN TRỰC NINH,NAM DINH_NDH,NDH,HUYỆN TRỰC NINH-NDTN,,
475,NDML,HUYỆN MỸ LỘC,NAM DINH_NDH,NDH,HUYỆN MỸ LỘC-NDML,,
476,NDGT,HUYỆN GIAO THỦY,NAM DINH_NDH,NDH,HUYỆN GIAO THỦY-NDGT,,
477,NDNH,HUYỆN NGHĨA HƯNG,NAM DINH_NDH,NDH,HUYỆN NGHĨA HƯNG-NDNH,,
478,NDND,THÀNH PHỐ NAM ĐỊNH,NAM DINH_NDH,NDH,THÀNH PHỐ NAM ĐỊNH-NDND,,
479,NDHH,HUYỆN HẢI HẬU,NAM DINH_NDH,NDH,HUYỆN HẢI HẬU-NDHH,,
480,NDVB,HUYỆN VỤ BẢN,NAM DINH_NDH,NDH,HUYỆN VỤ BẢN-NDVB,,
481,NDXT,HUYỆN XUÂN TRƯỜNG,NAM DINH_NDH,NDH,HUYỆN XUÂN TRƯỜNG-NDXT,,
482,NDYY,HUYỆN Ý YÊN,NAM DINH_NDH,NDH,HUYỆN Ý YÊN-NDYY,,
444,NAAS,HUYỆN ANH SƠN,NGHE AN_NAN,NAN,HUYỆN ANH SƠN-NAAS,,
445,NACC,HUYỆN CON CUÔNG,NGHE AN_NAN,NAN,HUYỆN CON CUÔNG-NACC,,
446,NAHN,HUYỆN HƯNG NGUYÊN,NGHE AN_NAN,NAN,HUYỆN HƯNG NGUYÊN-NAHN,,
447,NATH,THỊ XÃ THÁI HÒA,NGHE AN_NAN,NAN,THỊ XÃ THÁI HÒA-NATH,,
448,NAQC,HUYỆN QUỲ CHÂU,NGHE AN_NAN,NAN,HUYỆN QUỲ CHÂU-NAQC,,
449,NACL,THỊ XÃ CỬA LÒ,NGHE AN_NAN,NAN,THỊ XÃ CỬA LÒ-NACL,,
450,NATD,HUYỆN TƯƠNG DƯƠNG,NGHE AN_NAN,NAN,HUYỆN TƯƠNG DƯƠNG-NATD,,
451,NAQP,HUYỆN QUẾ PHONG,NGHE AN_NAN,NAN,HUYỆN QUẾ PHONG-NAQP,,
452,NATK,HUYỆN TÂN KỲ,NGHE AN_NAN,NAN,HUYỆN TÂN KỲ-NATK,,
453,NADC,HUYỆN DIỄN CHÂU,NGHE AN_NAN,NAN,HUYỆN DIỄN CHÂU-NADC,,
454,NAKS,HUYỆN KỲ SƠN,NGHE AN_NAN,NAN,HUYỆN KỲ SƠN-NAKS,,
455,NAVH,THÀNH PHỐ VINH,NGHE AN_NAN,NAN,THÀNH PHỐ VINH-NAVH,,
456,NADL,HUYỆN ĐÔ LƯƠNG,NGHE AN_NAN,NAN,HUYỆN ĐÔ LƯƠNG-NADL,,
457,NANL,HUYỆN NGHI LỘC,NGHE AN_NAN,NAN,HUYỆN NGHI LỘC-NANL,,
458,NAYT,HUYỆN YÊN THÀNH,NGHE AN_NAN,NAN,HUYỆN YÊN THÀNH-NAYT,,
459,NAQL,HUYỆN QUỲNH LƯU,NGHE AN_NAN,NAN,HUYỆN QUỲNH LƯU-NAQL,,
460,NAND,HUYỆN NAM ĐÀN,NGHE AN_NAN,NAN,HUYỆN NAM ĐÀN-NAND,,
461,NANN,HUYỆN NGHĨA ĐÀN,NGHE AN_NAN,NAN,HUYỆN NGHĨA ĐÀN-NANN,,
462,NATC,HUYỆN THANH CHƯƠNG,NGHE AN_NAN,NAN,HUYỆN THANH CHƯƠNG-NATC,,
463,NAQH,HUYỆN QUỲ HỢP,NGHE AN_NAN,NAN,HUYỆN QUỲ HỢP-NAQH,,
464,NAHM,THỊ XÃ HOÀNG MAI,NGHE AN_NAN,NAN,THỊ XÃ HOÀNG MAI-NAHM,,
464,NBNB,THÀNH PHỐ NINH BÌNH,NINH BINH_NBH,NBH,THÀNH PHỐ NINH BÌNH-NBNB,,
465,NBKS,HUYỆN KIM SƠN,NINH BINH_NBH,NBH,HUYỆN KIM SƠN-NBKS,,
466,NBNQ,HUYỆN NHO QUAN,NINH BINH_NBH,NBH,HUYỆN NHO QUAN-NBNQ,,
467,NBGV,HUYỆN GIA VIỄN,NINH BINH_NBH,NBH,HUYỆN GIA VIỄN-NBGV,,
468,NBYM,HUYỆN YÊN MÔ,NINH BINH_NBH,NBH,HUYỆN YÊN MÔ-NBYM,,
470,NBYK,HUYỆN YÊN KHÁNH,NINH BINH_NBH,NBH,HUYỆN YÊN KHÁNH-NBYK,,
471,NBHL,HUYỆN HOA LƯ,NINH BINH_NBH,NBH,HUYỆN HOA LƯ-NBHL,,
472,NBTD,THỊ XÃ TAM ĐIỆP,NINH BINH_NBH,NBH,THỊ XÃ TAM ĐIỆP-NBTD,,
483,NTBA,HUYỆN BÁC ÁI,NINH THUAN_NTN,NTN,HUYỆN BÁC ÁI-NTBA,,
484,NTNP,HUYỆN NINH PHƯỚC,NINH THUAN_NTN,NTN,HUYỆN NINH PHƯỚC-NTNP,,
485,NTNS,HUYỆN NINH SƠN,NINH THUAN_NTN,NTN,HUYỆN NINH SƠN-NTNS,,
486,NTTN,HUYỆN THUẬN NAM,NINH THUAN_NTN,NTN,HUYỆN THUẬN NAM-NTTN,,
487,NTNH,HUYỆN NINH HẢI,NINH THUAN_NTN,NTN,HUYỆN NINH HẢI-NTNH,,
488,NTTB,HUYỆN THUẬN BẮC,NINH THUAN_NTN,NTN,HUYỆN THUẬN BẮC-NTTB,,
489,NTPR,TP.PHAN RANG - THÁP CHÀM,NINH THUAN_NTN,NTN,TP.PHAN RANG - THÁP CHÀM-NTPR,,
490,PTPT,THI XÃ PHÚ THỌ,PHU THO_PHO,PHO,THI XÃ PHÚ THỌ-PTPT,,
491,PTTB,HUYỆN THANH BA,PHU THO_PHO,PHO,HUYỆN THANH BA-PTTB,,
492,PTVT,THÀNH PHỐ VIỆT TRÌ,PHU THO_PHO,PHO,THÀNH PHỐ VIỆT TRÌ-PTVT,,
493,PTDH,HUYỆN ĐOAN HÙNG,PHU THO_PHO,PHO,HUYỆN ĐOAN HÙNG-PTDH,,
494,PTTT,HUYỆN THANH THỦY,PHU THO_PHO,PHO,HUYỆN THANH THỦY-PTTT,,
495,PTTH,HUYỆN THANH SƠN,PHU THO_PHO,PHO,HUYỆN THANH SƠN-PTTH,,
496,PTTS,HUYỆN TÂN SƠN,PHU THO_PHO,PHO,HUYỆN TÂN SƠN-PTTS,,
497,PTYL,HUYỆN YÊN LẬP,PHU THO_PHO,PHO,HUYỆN YÊN LẬP-PTYL,,
498,PTCK,HUYỆN CẨM KHÊ,PHU THO_PHO,PHO,HUYỆN CẨM KHÊ-PTCK,,
499,PTTN,HUYỆN TAM NÔNG,PHU THO_PHO,PHO,HUYỆN TAM NÔNG-PTTN,,
500,PTLT,HUYỆN LÂM THAO,PHU THO_PHO,PHO,HUYỆN LÂM THAO-PTLT,,
501,PTHH,HUYỆN HẠ HÒA,PHU THO_PHO,PHO,HUYỆN HẠ HÒA-PTHH,,
502,PTPN,HUYỆN PHÙ NINH,PHU THO_PHO,PHO,HUYỆN PHÙ NINH-PTPN,,
503,PYSC,THỊ XÃ SÔNG CẦU,PHU YEN_PYN,PYN,THỊ XÃ SÔNG CẦU-PYSC,,
504,PYTA,HUYỆN TUY AN,PHU YEN_PYN,PYN,HUYỆN TUY AN-PYTA,,
505,PYTY,HUYỆN TÂY HÒA,PHU YEN_PYN,PYN,HUYỆN TÂY HÒA-PYTY,,
506,PYDH,HUYỆN ĐÔNG HÒA,PHU YEN_PYN,PYN,HUYỆN ĐÔNG HÒA-PYDH,,
507,PYTH,THÀNH PHỐ TUY HÒA,PHU YEN_PYN,PYN,THÀNH PHỐ TUY HÒA-PYTH,,
508,PYDX,HUYỆN ĐỒNG XUÂN,PHU YEN_PYN,PYN,HUYỆN ĐỒNG XUÂN-PYDX,,
509,PYPH,HUYỆN PHÚ HÒA,PHU YEN_PYN,PYN,HUYỆN PHÚ HÒA-PYPH,,
510,PYSA,HUYỆN SƠN HÒA,PHU YEN_PYN,PYN,HUYỆN SƠN HÒA-PYSA,,
511,PYSH,HUYỆN SÔNG HINH,PHU YEN_PYN,PYN,HUYỆN SÔNG HINH-PYSH,,
512,QBLT,HUYỆN LỆ THỦY,QUANG BINH_QBH,QBH,HUYỆN LỆ THỦY-QBLT,,
513,QBTH,HUYỆN TUYÊN HÓA,QUANG BINH_QBH,QBH,HUYỆN TUYÊN HÓA-QBTH,,
514,QBDH,THÀNH PHỐ ĐỒNG HỚI,QUANG BINH_QBH,QBH,THÀNH PHỐ ĐỒNG HỚI-QBDH,,
515,QBQT,HUYỆN QUẢNG TRẠCH,QUANG BINH_QBH,QBH,HUYỆN QUẢNG TRẠCH-QBQT,,
516,QBMH,HUYỆN MINH HÓA,QUANG BINH_QBH,QBH,HUYỆN MINH HÓA-QBMH,,
517,QBQN,HUYỆN QUẢNG NINH,QUANG BINH_QBH,QBH,HUYỆN QUẢNG NINH-QBQN,,
518,QBBT,HUYỆN BỐ TRẠCH,QUANG BINH_QBH,QBH,HUYỆN BỐ TRẠCH-QBBT,,
519,QBBD,THỊ XÃ BA ĐỒN,QUANG BINH_QBH,QBH,THỊ XÃ BA ĐỒN-QBBD,,
547,QNPN,HUYỆN PHÚ NINH,QUANG NAM_QNM,QNM,HUYỆN PHÚ NINH-QNPN,,
548,QNPS,HUYỆN PHƯỚC SƠN,QUANG NAM_QNM,QNM,HUYỆN PHƯỚC SƠN-QNPS,,
549,QNDL,HUYỆN ĐẠI LỘC,QUANG NAM_QNM,QNM,HUYỆN ĐẠI LỘC-QNDL,,
550,QNNG,HUYỆN NAM GIANG,QUANG NAM_QNM,QNM,HUYỆN NAM GIANG-QNNG,,
551,QNTH,HUYỆN THĂNG BÌNH,QUANG NAM_QNM,QNM,HUYỆN THĂNG BÌNH-QNTH,,
552,QNTK,THÀNH PHỐ TAM KỲ,QUANG NAM_QNM,QNM,THÀNH PHỐ TAM KỲ-QNTK,,
553,QNDG,HUYỆN ĐÔNG GIANG,QUANG NAM_QNM,QNM,HUYỆN ĐÔNG GIANG-QNDG,,
554,QNBM,HUYỆN BẮC TRÀ MY,QUANG NAM_QNM,QNM,HUYỆN BẮC TRÀ MY-QNBM,,
555,QNTG,HUYỆN TÂY GIANG,QUANG NAM_QNM,QNM,HUYỆN TÂY GIANG-QNTG,,
556,QNTP,HUYỆN TIÊN PHƯỚC,QUANG NAM_QNM,QNM,HUYỆN TIÊN PHƯỚC-QNTP,,
557,QNDB,HUYỆN ĐIỆN BÀN,QUANG NAM_QNM,QNM,HUYỆN ĐIỆN BÀN-QNDB,,
558,QNQS,HUYỆN QUẾ SƠN,QUANG NAM_QNM,QNM,HUYỆN QUẾ SƠN-QNQS,,
559,QNNS,HUYỆN NÔNG SƠN,QUANG NAM_QNM,QNM,HUYỆN NÔNG SƠN-QNNS,,
560,QNNT,HUYỆN NÚI THÀNH,QUANG NAM_QNM,QNM,HUYỆN NÚI THÀNH-QNNT,,
561,QNHA,THÀNH PHỐ HỘI AN,QUANG NAM_QNM,QNM,THÀNH PHỐ HỘI AN-QNHA,,
562,QNNM,HUYỆN NAM TRÀ MY,QUANG NAM_QNM,QNM,HUYỆN NAM TRÀ MY-QNNM,,
563,QNHD,HUYỆN HIỆP ĐỨC,QUANG NAM_QNM,QNM,HUYỆN HIỆP ĐỨC-QNHD,,
564,QNDX,HUYỆN DUY XUYÊN,QUANG NAM_QNM,QNM,HUYỆN DUY XUYÊN-QNDX,,
533,QNNH,HUYỆN NGHĨA HÀNH,QUANG NGAI_QNI,QNI,HUYỆN NGHĨA HÀNH-QNNH,,
534,QNTN,HUYỆN TƯ NGHĨA,QUANG NGAI_QNI,QNI,HUYỆN TƯ NGHĨA-QNTN,,
535,QNML,HUYỆN MINH LONG,QUANG NGAI_QNI,QNI,HUYỆN MINH LONG-QNML,,
536,QNBS,HUYỆN BÌNH SƠN,QUANG NGAI_QNI,QNI,HUYỆN BÌNH SƠN-QNBS,,
537,QNQN,THÀNH PHỐ QUẢNG NGÃI,QUANG NGAI_QNI,QNI,THÀNH PHỐ QUẢNG NGÃI-QNQN,,
538,QNMD,HUYỆN MỘ ĐỨC,QUANG NGAI_QNI,QNI,HUYỆN MỘ ĐỨC-QNMD,,
539,QNTB,HUYỆN TRÀ BỒNG,QUANG NGAI_QNI,QNI,HUYỆN TRÀ BỒNG-QNTB,,
540,QNTT,HUYỆN TÂY TRÀ,QUANG NGAI_QNI,QNI,HUYỆN TÂY TRÀ-QNTT,,
541,QNLS,HUYỆN LÝ SƠN,QUANG NGAI_QNI,QNI,HUYỆN LÝ SƠN-QNLS,,
542,QNSA,HUYỆN SƠN HÀ,QUANG NGAI_QNI,QNI,HUYỆN SƠN HÀ-QNSA,,
543,QNDP,HUYỆN ĐỨC PHỔ,QUANG NGAI_QNI,QNI,HUYỆN ĐỨC PHỔ-QNDP,,
544,QNSH,HUYỆN SƠN TỊNH,QUANG NGAI_QNI,QNI,HUYỆN SƠN TỊNH-QNSH,,
545,QNBT,HUYỆN BA TƠ,QUANG NGAI_QNI,QNI,HUYỆN BA TƠ-QNBT,,
546,QNST,HUYỆN SƠN TÂY,QUANG NGAI_QNI,QNI,HUYỆN SƠN TÂY-QNST,,
519,QNTY,HUYỆN TIÊN YÊN,QUANG NINH_QNH,QNH,HUYỆN TIÊN YÊN-QNTY,,
520,QNUB,THỊ XÃ UÔNG BÍ,QUANG NINH_QNH,QNH,THỊ XÃ UÔNG BÍ-QNUB,,
521,QNYH,HUYỆN YÊN HƯNG,QUANG NINH_QNH,QNH,HUYỆN YÊN HƯNG-QNYH,,
522,QNDT,HUYỆN ĐÔNG TRIỀU,QUANG NINH_QNH,QNH,HUYỆN ĐÔNG TRIỀU-QNDT,,
523,QNBC,HUYỆN BA CHẼ,QUANG NINH_QNH,QNH,HUYỆN BA CHẼ-QNBC,,
524,QNBL,HUYỆN BÌNH LIÊU,QUANG NINH_QNH,QNH,HUYỆN BÌNH LIÊU-QNBL,,
525,QNDH,HUYỆN ĐẦM HÀ,QUANG NINH_QNH,QNH,HUYỆN ĐẦM HÀ-QNDH,,
526,QNVD,HUYỆN VÂN ĐỒN,QUANG NINH_QNH,QNH,HUYỆN VÂN ĐỒN-QNVD,,
527,QNCP,THỊ XÃ CẨM PHẢ,QUANG NINH_QNH,QNH,THỊ XÃ CẨM PHẢ-QNCP,,
528,QNCT,HUYỆN CÔ TÔ,QUANG NINH_QNH,QNH,HUYỆN CÔ TÔ-QNCT,,
529,QNMC,THỊ XÃ MÓNG CÁI,QUANG NINH_QNH,QNH,THỊ XÃ MÓNG CÁI-QNMC,,
530,QNHH,HUYỆN HẢI HÀ,QUANG NINH_QNH,QNH,HUYỆN HẢI HÀ-QNHH,,
531,QNHL,THÀNH PHỐ HẠ LONG,QUANG NINH_QNH,QNH,THÀNH PHỐ HẠ LONG-QNHL,,
532,QNHB,HUYỆN HOÀNH BỒ,QUANG NINH_QNH,QNH,HUYỆN HOÀNH BỒ-QNHB,,
565,QTTP,HUYỆN TRIỆU PHONG,QUANG TRI_QTI,QTI,HUYỆN TRIỆU PHONG-QTTP,,
566,QTDH,THÀNH PHỐ ĐÔNG HÀ,QUANG TRI_QTI,QTI,THÀNH PHỐ ĐÔNG HÀ-QTDH,,
567,QTHH,HUYỆN HƯỚNG HÓA,QUANG TRI_QTI,QTI,HUYỆN HƯỚNG HÓA-QTHH,,
568,QTQT,THỊ XÃ QUẢNG TRỊ,QUANG TRI_QTI,QTI,THỊ XÃ QUẢNG TRỊ-QTQT,,
569,QTCL,HUYỆN CAM LỘ,QUANG TRI_QTI,QTI,HUYỆN CAM LỘ-QTCL,,
571,QTDK,HUYỆN ĐA KRÔNG,QUANG TRI_QTI,QTI,HUYỆN ĐA KRÔNG-QTDK,,
572,QTHL,HUYỆN HẢI LĂNG,QUANG TRI_QTI,QTI,HUYỆN HẢI LĂNG-QTHL,,
573,QTVL,HUYỆN VĨNH LINH,QUANG TRI_QTI,QTI,HUYỆN VĨNH LINH-QTVL,,
574,QTGL,HUYỆN GIO LINH,QUANG TRI_QTI,QTI,HUYỆN GIO LINH-QTGL,,
587,STLP,HUYỆN LONG PHÚ,SOC TRANG_STG,STG,HUYỆN LONG PHÚ-STLP,,
588,STTT,HUYỆN THẠNH TRỊ,SOC TRANG_STG,STG,HUYỆN THẠNH TRỊ-STTT,,
589,STCT,HUYỆN CHÂU THÀNH,SOC TRANG_STG,STG,HUYỆN CHÂU THÀNH-STCT,,
590,STNN,HUYỆN NGÃ NĂM,SOC TRANG_STG,STG,HUYỆN NGÃ NĂM-STNN,,
591,STKS,HUYỆN KẾ SÁCH,SOC TRANG_STG,STG,HUYỆN KẾ SÁCH-STKS,,
592,STCD,HUYỆN CÙ LAO DUNG,SOC TRANG_STG,STG,HUYỆN CÙ LAO DUNG-STCD,,
593,STTD,HUYỆN TRẦN ĐỀ,SOC TRANG_STG,STG,HUYỆN TRẦN ĐỀ-STTD,,
594,STST,THÀNH PHỐ SÓC TRĂNG,SOC TRANG_STG,STG,THÀNH PHỐ SÓC TRĂNG-STST,,
595,STMX,HUYỆN MỸ XUYÊN,SOC TRANG_STG,STG,HUYỆN MỸ XUYÊN-STMX,,
596,STMT,HUYỆN MỸ TÚ,SOC TRANG_STG,STG,HUYỆN MỸ TÚ-STMT,,
597,STVC,HUYỆN VĨNH CHÂU,SOC TRANG_STG,STG,HUYỆN VĨNH CHÂU-STVC,,
575,SLQN,HUYỆN QUỲNH NHAI,SON LA_SLA,SLA,HUYỆN QUỲNH NHAI-SLQN,,
576,SLML,HUYỆN MƯỜNG LA,SON LA_SLA,SLA,HUYỆN MƯỜNG LA-SLML,,
577,SLSM,HUYỆN SÔNG MÃ,SON LA_SLA,SLA,HUYỆN SÔNG MÃ-SLSM,,
578,SLSL,THỊ XÃ SƠN LA,SON LA_SLA,SLA,THỊ XÃ SƠN LA-SLSL,,
579,SLMS,HUYỆN MAI SƠN,SON LA_SLA,SLA,HUYỆN MAI SƠN-SLMS,,
580,SLPY,HUYỆN PHÙ YÊN,SON LA_SLA,SLA,HUYỆN PHÙ YÊN-SLPY,,
581,SLTC,HUYỆN THUẬN CHÂU,SON LA_SLA,SLA,HUYỆN THUẬN CHÂU-SLTC,,
582,SLMC,HUYỆN MỘC CHÂU,SON LA_SLA,SLA,HUYỆN MỘC CHÂU-SLMC,,
583,SLYC,HUYỆN YÊN CHÂU,SON LA_SLA,SLA,HUYỆN YÊN CHÂU-SLYC,,
584,SLVH,HUYỆN VÂN HỒ,SON LA_SLA,SLA,HUYỆN VÂN HỒ-SLVH,,
585,SLBY,HUYỆN BẮC YÊN,SON LA_SLA,SLA,HUYỆN BẮC YÊN-SLBY,,
586,SLSC,HUYỆN SỐP CỘP,SON LA_SLA,SLA,HUYỆN SỐP CỘP-SLSC,,
644,TNTU,HUYỆN TÂN CHÂU,TAY NINH_TNH,TNH,HUYỆN TÂN CHÂU-TNTU,,
645,TNCT,HUYỆN CHÂU THÀNH,TAY NINH_TNH,TNH,HUYỆN CHÂU THÀNH-TNCT,,
646,TNTH,THỊ XÃ TÂY NINH,TAY NINH_TNH,TNH,THỊ XÃ TÂY NINH-TNTH,,
647,TNHT,HUYỆN HÒA THÀNH,TAY NINH_TNH,TNH,HUYỆN HÒA THÀNH-TNHT,,
648,TNTA,HUYỆN TÂN BIÊN,TAY NINH_TNH,TNH,HUYỆN TÂN BIÊN-TNTA,,
649,TNGD,HUYỆN GÒ DẦU,TAY NINH_TNH,TNH,HUYỆN GÒ DẦU-TNGD,,
650,TNTB,HUYỆN TRẢNG BÀNG,TAY NINH_TNH,TNH,HUYỆN TRẢNG BÀNG-TNTB,,
651,TNDC,HUYỆN DƯƠNG MINH CHÂU,TAY NINH_TNH,TNH,HUYỆN DƯƠNG MINH CHÂU-TNDC,,
652,TNBC,HUYỆN BẾN CẦU,TAY NINH_TNH,TNH,HUYỆN BẾN CẦU-TNBC,,
598,TBTT,HUYỆN THÁI THỤY,THAI BINH_TBH,TBH,HUYỆN THÁI THỤY-TBTT,,
599,TBVT,HUYỆN VŨ THƯ,THAI BINH_TBH,TBH,HUYỆN VŨ THƯ-TBVT,,
600,TBQP,HUYỆN QUỲNH PHỤ,THAI BINH_TBH,TBH,HUYỆN QUỲNH PHỤ-TBQP,,
601,TBHH,HUYỆN HƯNG HÀ,THAI BINH_TBH,TBH,HUYỆN HƯNG HÀ-TBHH,,
602,TBQC,HUYỆN QUỲNH CÔI,THAI BINH_TBH,TBH,HUYỆN QUỲNH CÔI-TBQC,,
603,TBTB,THÀNH PHỐ THÁI BÌNH,THAI BINH_TBH,TBH,THÀNH PHỐ THÁI BÌNH-TBTB,,
604,TBDH,HUYỆN ĐÔNG HƯNG,THAI BINH_TBH,TBH,HUYỆN ĐÔNG HƯNG-TBDH,,
605,TBTH,HUYỆN TIỀN HẢI,THAI BINH_TBH,TBH,HUYỆN TIỀN HẢI-TBTH,,
606,TBKX,HUYỆN KIẾN XƯƠNG,THAI BINH_TBH,TBH,HUYỆN KIẾN XƯƠNG-TBKX,,
653,TNPY,HUYỆN PHỔ YÊN,THAI NGUYEN_TNN,TNN,HUYỆN PHỔ YÊN-TNPY,,
654,TNPL,HUYỆN PHÚ LƯƠNG ,THAI NGUYEN_TNN,TNN,HUYỆN PHÚ LƯƠNG -TNPL,,
655,TNVN,HUYỆN VÕ NHAI,THAI NGUYEN_TNN,TNN,HUYỆN VÕ NHAI-TNVN,,
656,TNTN,THÀNH PHỐ THÁI NGUYÊN,THAI NGUYEN_TNN,TNN,THÀNH PHỐ THÁI NGUYÊN-TNTN,,
657,TNPB,HUYỆN PHÚ BÌNH,THAI NGUYEN_TNN,TNN,HUYỆN PHÚ BÌNH-TNPB,,
658,TNDH,HUYỆN ĐỒNG HỶ,THAI NGUYEN_TNN,TNN,HUYỆN ĐỒNG HỶ-TNDH,,
659,TNDT, HUYỆN ĐẠI TỪ,THAI NGUYEN_TNN,TNN, HUYỆN ĐẠI TỪ-TNDT,,
660,TNDA,HUYỆN ĐỊNH HÓA,THAI NGUYEN_TNN,TNN,HUYỆN ĐỊNH HÓA-TNDA,,
661,TNSC,THỊ XÃ SÔNG CÔNG,THAI NGUYEN_TNN,TNN,THỊ XÃ SÔNG CÔNG-TNSC,,
617,THNL,HUYỆN NGỌC LẶC,THANH HOA_THA,THA,HUYỆN NGỌC LẶC-THNL,,
618,THHH,HUYỆN HOẰNG HÓA,THANH HOA_THA,THA,HUYỆN HOẰNG HÓA-THHH,,
619,THQS,HUYỆN QUAN SƠN,THANH HOA_THA,THA,HUYỆN QUAN SƠN-THQS,,
620,THTT,HUYỆN THẠCH THÀNH,THANH HOA_THA,THA,HUYỆN THẠCH THÀNH-THTT,,
621,THQX,HUYỆN QUẢNG XƯƠNG,THANH HOA_THA,THA,HUYỆN QUẢNG XƯƠNG-THQX,,
622,THNS,HUYỆN NGA SƠN,THANH HOA_THA,THA,HUYỆN NGA SƠN-THNS,,
623,THDS,HUYỆN ĐÔNG SƠN,THANH HOA_THA,THA,HUYỆN ĐÔNG SƠN-THDS,,
624,THVL,HUYỆN VĨNH LỘC,THANH HOA_THA,THA,HUYỆN VĨNH LỘC-THVL,,
625,THLC,HUYỆN LANG CHÁNH,THANH HOA_THA,THA,HUYỆN LANG CHÁNH-THLC,,
626,THTH,THÀNH PHỐ THANH HÓA,THANH HOA_THA,THA,THÀNH PHỐ THANH HÓA-THTH,,
627,THTS,HUYỆN TRIỆU SƠN,THANH HOA_THA,THA,HUYỆN TRIỆU SƠN-THTS,,
628,THNC,HUYỆN NÔNG CỐNG,THANH HOA_THA,THA,HUYỆN NÔNG CỐNG-THNC,,
629,THTG,HUYỆN TĨNH GIA,THANH HOA_THA,THA,HUYỆN TĨNH GIA-THTG,,
630,THTN,HUYỆN THƯỜNG XUÂN,THANH HOA_THA,THA,HUYỆN THƯỜNG XUÂN-THTN,,
631,THNX,HUYỆN NHƯ XUÂN,THANH HOA_THA,THA,HUYỆN NHƯ XUÂN-THNX,,
632,THHL,HUYỆN HẬU LỘC,THANH HOA_THA,THA,HUYỆN HẬU LỘC-THHL,,
633,THNT,HUYỆN NHƯ THANH,THANH HOA_THA,THA,HUYỆN NHƯ THANH-THNT,,
634,THHT,HUYỆN HÀ TRUNG,THANH HOA_THA,THA,HUYỆN HÀ TRUNG-THHT,,
635,THML,HUYỆN MƯỜNG LÁT,THANH HOA_THA,THA,HUYỆN MƯỜNG LÁT-THML,,
636,THCT,HUYỆN CẨM THỦY,THANH HOA_THA,THA,HUYỆN CẨM THỦY-THCT,,
637,THQH,HUYỆN QUAN HÓA,THANH HOA_THA,THA,HUYỆN QUAN HÓA-THQH,,
638,THBT,HUYỆN BÁ THƯỚC,THANH HOA_THA,THA,HUYỆN BÁ THƯỚC-THBT,,
639,THYD,HUYỆN YÊN ĐỊNH,THANH HOA_THA,THA,HUYỆN YÊN ĐỊNH-THYD,,
640,THTX,HUYỆN THỌ XUÂN,THANH HOA_THA,THA,HUYỆN THỌ XUÂN-THTX,,
641,THBS,THỊ XÃ BỈM SƠN,THANH HOA_THA,THA,THỊ XÃ BỈM SƠN-THBS,,
642,THTA,HUYỆN THIỆU HÓA,THANH HOA_THA,THA,HUYỆN THIỆU HÓA-THTA,,
643,THSS,THỊ XÃ SẦM SƠN,THANH HOA_THA,THA,THỊ XÃ SẦM SƠN-THSS,,
331,HUPV,HUYỆN PHÚ VANG,THUA THIEN HUE_HUE,HUE,HUYỆN PHÚ VANG-HUPV,,
332,HUPL,HUYỆN PHÚ LỘC,THUA THIEN HUE_HUE,HUE,HUYỆN PHÚ LỘC-HUPL,,
333,HUHT,THỊ XÃ HƯƠNG THỦY,THUA THIEN HUE_HUE,HUE,THỊ XÃ HƯƠNG THỦY-HUHT,,
334,HUAL,HUYỆN A LƯỚI,THUA THIEN HUE_HUE,HUE,HUYỆN A LƯỚI-HUAL,,
335,HUPD,HUYỆN PHONG ĐIỀN,THUA THIEN HUE_HUE,HUE,HUYỆN PHONG ĐIỀN-HUPD,,
336,HUQD,HUYỆN QUẢNG ĐIỀN,THUA THIEN HUE_HUE,HUE,HUYỆN QUẢNG ĐIỀN-HUQD,,
337,HUND,HUYỆN NAM ĐÔNG,THUA THIEN HUE_HUE,HUE,HUYỆN NAM ĐÔNG-HUND,,
338,HUHA,HUYỆN HƯƠNG TRÀ,THUA THIEN HUE_HUE,HUE,HUYỆN HƯƠNG TRÀ-HUHA,,
339,HUHU,THÀNH PHỐ HUẾ,THUA THIEN HUE_HUE,HUE,THÀNH PHỐ HUẾ-HUHU,,
607,TGTD,HUYỆN TÂN PHÚ ĐÔNG,TIEN GIANG_TGG,TGG,HUYỆN TÂN PHÚ ĐÔNG-TGTD,,
608,TGCG,HUYỆN CHỢ GẠO,TIEN GIANG_TGG,TGG,HUYỆN CHỢ GẠO-TGCG,,
